"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Sudan","SDN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1659999.9","","610000","260000","-1159999.9","1300000","5839999.9","8269999.9","5990000","-2660000","8849999.9","19329999.9","16789999.9","6320000","9076923.07692308","-3040000","-8169999.9","11650000","2020000","3488888.88888889","","","","","","","400000","97900000","370700000","370800000","392200000","574000000","713180000","1349190000","1511070000","1561689996.89435","1841833814.08367","1504379838.38584","1653120315.475","1726298402.95145","2063730997.66213","1734376994.48388","2311460739.75953","1687884178.79722","1251280889.37784","1728373403.43067","1063767535.33587","1065298481.41867","1135787164.04941","825354992.310273","716939710.59488","522869616.855921","573504494.776","",
"Senegal","SEN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","5000000","9800000","15199999.9","4900000","10261537.6105481","22537140.7521894","35865169.5878975","27963239.8429421","-5007625.32304027","8931860.25610297","14483180.7980368","34372171.1724562","28057895.8077396","-34692149.7856755","29087552.5999329","-15803661.9737062","-8431851.63761011","-3959584.78559528","14940495.5908049","26801810.528833","56893144.7815232","-7550329.08975467","21383359.7563283","-812254.219488015","66876235.5407485","31673945.4230512","13955558.7609991","178810136.257774","71105812.0483919","161686935.933266","81643690.1235187","45083429.813955","82692671.5664976","86499780.3681952","137583476.929811","167944230.519191","289840300.29228","351458732.442619","455739867.976293","331473910.250358","272092888.456612","338661995.579347","276159533.004474","311366768.819424","403098056.387863","409166125.81491","472409799.846776","588292997.958708","847841574.790216","1065461344.07466","1845665272.73823","2588126617.00694","70105040","91331700",
"Singapore","SGP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","93000000","116000000","161066666.723935","352816700.92403","340190955.715055","291823050.760134","230690621.686814","291465114.461998","299908752.212453","836031838.203172","1235750842.05265","1659967735.20666","1601850446.29613","1133905965.84743","1301871313.24794","1046746812.8759","1710283593.07362","2836204781.61429","3654794588.61821","2886591947.22067","5574738855.37738","4887094440.10304","2204342221.03992","4686312017.4899","8550165226.98864","11942852103.3601","11432363956.363","15701783678.7863","5958646073.68738","18852989358.6266","15515295182.2255","17006818857.2728","6157194143.82425","17051420152.8733","24390254965.552","19316058814.0754","39129332046.6561","47337947782.775","13598298537.0175","23436064059.7505","55322434161.8742","49155657316.2946","55310807547.7035","64389514904.4993","68698472830.5907","69774553124.9432","65363061549.6076","102165867081.847","82009180716.7877","105890494138.633","80732866659.8214","137269287548.537","148763733075.435","175241466623.637",
"Solomon Islands","SLB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","-170000","-10000","700000","-50000","7854773.95706057","4888282.37977881","4435491.3230701","4578448.85968008","3464345.96012538","2410140.22039901","229841.126601245","1029755.41971478","435328.354535009","1962762.25689445","675325.844796088","3100775.19409521","10482747.1453233","1680658.81825675","11599300.8441471","10439803.0673512","14513306.9343402","14173013.2167617","23370838.2131504","2096398.9031884","2025896.23887959","5944439.12207364","33871933.2426076","8804628.10569499","9900495.54150439","2004350.29165426","-8617173.10745275","145800.744935118","-1009361.68105639","-3005254.99388775","548149.349449345","44307544.5596454","85983505.9852652","75177085.3799649","48583116.3415326","165920898.269922","120052792.508287","23881499.2959446","53434351.3773387","21022029.9741671","32222728.563544","37343622.7695983","42883975.6278544","24992541.5163262","32787092.7202953","8980046.94191946","27919072.2390487","40718832.6899574","78895436.2399954",
"Sierra Leone","SLE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","8199999.9","5200000","3799999.9","6240000","10500000","10100000","8500000","5058889.54871564","24258785.8702591","16083672.2666094","-18670264.7086585","7505833.38400777","4682515.64366817","1697315.44211398","5856690.37329043","-30957002.2550321","-140310793.680454","39409532.6360192","-23088456.5406273","22356434.2668809","32434698.8747353","7504465.1296651","-5599050.40660391","-7462923.50557743","-2874187.6100227","7287055.90785857","663927.905227631","1800032.09430632","104884.952718631","533201.788055061","39000824.5205234","9835742.02237572","10413409.4634409","8615049.66773898","61153314.1933297","90731669.7377148","58869143.9072179","95470171.3159828","53095068.0674312","110430202.517696","238404209.342761","950477791.380298","722447405.067388","429664580.136067","375089628.512418","252435829.433901","138509469.264081","413724476.112753","250446053.545995","342400000","172699178.4246","212289192.761103","293970572.80401","201800561.279411",
"El Salvador","SLV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","3700000","7000000","6599999.9","6000000","20100000","13100000","12960000","18640000","23360000","-9960000","5880000","-5720000","-1000000","28080000","12360000","12400000","24133631.4829509","18320000","16960000","14360000","1898272.08566561","25180498.960499","15309478.7202233","16432044.0179603","","38037218.5997811","7200000","59043540.3283369","1102684180.4683","215800000","173400000","278900000","470000000","141200000","363270000","511140000","241130000","1550510000","903050000","368730000","-113160683.724283","122500004.314785","430126687.532424","245179098.280128","506295970.34993","494541718.092298","479469380.713821","503801415.183001","412743968.360673","696287032.758767","386532637.677301","800443454.959999","10244829.5099997","638117023.61",
"San Marino","SMR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","4500000","1700000","4500000","600000","700000","11789999.9","2200000","7780000","300000","10000","-30000","110000","-760000","-8230000","-14940000","-710000","3060000","64340000","-43390000","-41159999.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4423192680.11881","4055798181.8009","2929226709.60339","1693250318.85146","4930532020.14552","1275339755.6278","2059297316.504","1999539187.45686","2343139735.74774","2355214636.94213","2894615965.23761","4071895067.82106","4268709249.60984","3485786682.97845","4600176721.12404","4612248811.51069","4891719826.35735",
"Sub-Saharan Africa (excluding high income)","SSA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","826969865.1601","713360932.0561","694198244.6811","813129138.3134","1415054680.99358","1281359857.75532","1010304702.99572","838829162.900335","913509578.976194","765854655.718694","246011504.866609","1534956269.01559","1450214297.98914","845340654.057514","928036527.3081","988405694.632187","601277601.593767","1298319347.42165","1487014177.0041","2947195886.2776","819697903.644213","2335474555.42031","1770370077.36804","1722144654.6319","3065134494.97605","3031231555.67174","2756114462.93462","6724547232.95746","2925338003.16905","7557659342.5559","6571576776.2593","12525109020.5997","8786705579.61936","10671547984.9262","9485042229.07237","17906439378.85","15467602453.6783","27575201657.5737","38219804133.2672","34107760443.7208","28821502316.4763","38598994069.7301","42582395621.495","39890937554.7718","44063323009.9443","42912136647.7918","28329331961.5207","20507121142.6569","20350874807.5219","23884829679.687","21146046047.1617","67944122470.6299","29927991074.1473","25716753465.3263",
"South Sudan","SSD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035825.73","150000","-7850000","1420000","60140000","-2210000","","","","",
"Sub-Saharan Africa","SSF","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","829169865.1601","715170932.0561","695548244.6811","818969138.2134","1416784680.99358","1285939857.75532","1016639888.21081","845894097.059998","919838268.075458","773361137.522138","255531071.661836","1545026115.49962","1460228983.78943","854463619.319572","937809636.294254","1000052323.05112","615474971.262111","1317723816.73856","1510216500.48396","2969625003.63921","839937802.839407","2355057479.37916","1779384108.3711","1740980777.78721","3095871115.69492","3077115878.87797","2784927436.82119","6777945910.92238","2978547771.59571","7612876076.03377","6595903773.10029","12589849277.1066","8834423327.68659","10729973525.6526","9523057081.17237","17987169117.9409","15608158147.1453","27751125304.0836","38399629577.4197","34276012105.6563","28981297691.4763","38742234734.8336","43195604397.7681","39948226620.3948","44171678453.0463","43018030244.9951","28397678705.4488","20704432386.8029","20656047201.3132","24141916031.4914","21226099528.5676","68056078235.0042","30117818463.4268","25956459759.5282",
"Small states","SST","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","234328499.694566","117271033.132122","167080036.048135","201157190.106567","238665856.713618","152856087.80086","93270417.1647498","145319043.272858","187293622.8681","367745078.660866","-118177864.491483","451378495.739701","289730916.169246","309397472.816307","276553881.852425","316812795.557874","104377687.931789","190173575.112113","465435151.358116","370531041.624943","532805717.764506","1099858132.20648","1657640382.32602","440023022.349653","1106029726.30576","1883317452.29083","3268559106.18079","2098425622.73369","2411126886.03782","3092045006.00815","3839703710.23965","3184807290.96115","2592352424.07749","4951543136.93492","13119820803.0313","32409841904.31","39033783896.9766","54764725118.3548","38035878475.8478","73357101290.688","47333016749.101","55470987713.2991","82369193113.8453","35431935544.77","60398465290.7041","36988371351.0858","14907241895.0091","57046569303.7156","79768151583.912","94454675846.121","13257931715.2567","108754283773.492","33549434868.3397","32026592555.9948",
"Sao Tome and Principe","STP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","240000","200000","-50000","","","","","","","","400000","4200000","3000000","3800000","3000000","3600000","3400000","3501000","15664000","38015839.45735","36028527.82392","79143388.7554088","15500000","50600000","32152348.5469533","22471527.027027","12162344.8222509","26489982.1283667","27924059.1401315","23331087.1205748","34208489.0333144","23698321.4864449","24191799.5128288","47112184.7725813","59000132.7402932","126744195.956601","-3647630",
"Suriname","SUR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-5000000","-6799999.9","3009999.9","14199999.9","7450000","1159999.9","1060000","-22600000","-13500000","-27399999.9","18100000","61700000","-11100000","81500000","-70900000","21300000","-60399999.9","-129599999.9","-171000000","-299699999.9","","","","","","","","","","","","","","","","28000000","-163400000","-246700000","-231400000","-93400000","-255700000","145288761.2","169442185.072793","186765030.570088","-59673138.0841936","183665852.69756","231666845.653766","96075554.7414536","130960766.326423","84160363.8257407","1039899.7054992","-132705617.4897","-9305315.36959886","-53096300.2393143",
"Slovak Republic","SVK","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198834261.915409","269877766.169793","236132979.234655","350826240.038055","176706776.809273","646612354.420818","338895206.310939","2183119136.13344","1532584052.08438","4212437461.03101","969200518.93397","4063498784.60235","3923508331.49579","5701436726.94246","5058234422.17002","4640891412.00327","1521083444.32739","2115832960.23964","5431592591.91497","1776566141.06019","1003901887.84675","-362915353.373399","1520379416.31372","4768259092.47383","4222907458.38991","2252379829.31736","2279811254.28144","-1141703441.49018","2719672546.63371","4827084865.74814","-327742481.72746",
"Slovenia","SVN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111000000","112600000","116900000","150400000","173300000","334500000","215700000","106600000","135800000","501200000","1849800000","535600000","763100000","970800000","692021551.718703","1884506372.67516","1080741791.92197","-346971372.900937","319143932.57504","875946337.676011","33537889.4917908","104022716.62865","1019380613.4972","1730147099.28225","1446274234.68465","1196228604.6928","1538137615.35452","2151537534.12248","506269486.820006","2219247755.80675","2180392923.46606","1447634542.25339",
"Sweden","SWE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","108250003.295488","84100267.0133291","65306129.6047817","83963592.6690626","76586494.8898982","80215154.576941","4864300.2675861","81453706.8607516","69712036.8529415","112469609.885329","250911512.531221","181117388.512144","355014408.987199","225698175.702732","290015353.034728","392953911.939895","1082656171.41941","639212993.084742","1673425167.82549","1812004570.52244","1982424727.63652","6350883200.4646","-5418689.91784203","3704921362.33015","6268780977.81992","14939375567.4952","5491883747.97059","10271066268.9352","23334866534.9283","62910430888.1709","22817836820.944","18217810086.4861","18381645407.9827","6007683415.88431","16854649893.5474","20782686615.8207","22052656378.5991","46143507532.9675","41436553995.9454","8960871620.904","625102142.469445","6979353755.44351","4273531542.41649","1487752726.31221","-6039792919.86721","9777569491.28413","15470455705.9977","24305209924.7369","-714153381.400273","15882460441.2862","18517762637.6113","54838836963.2492","47939405794.3247","23001110544.8",
"Eswatini","SWZ","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","670000","60000","3532128.36842073","14469084.2298365","7359999.9936","20009999.9826","21734999.9811","55461694.1311133","26449804.3857835","37033705.3642779","-13630304.0985995","-5654788.61988484","5016005.46422893","11621254.7844702","31115542.5305319","56285915.4237816","50583524.9459251","67183250.7046711","30108364.9914568","82134779.9870714","87306719.1987416","71920619.7940122","63262111.4782169","51756162.3176738","21715844.9757608","-15313929.4778566","152720441.740437","98270489.5571516","90658006.1898746","29330084.3469719","92945313.1719951","-60190680.4797119","69582011.8372508","-45850344.677386","121031132.733167","37493846.2379167","105729374.657006","65705859.515037","135660413.694601","98708321.7157849","26480002.3332333","81790158.3971155","25782635.1713071","31498094.370293","26852077.6519874","-57647593.3929901","31130826.6571528","127970921.965401","38787632.6722704","112865288.26855","13350248.303289","28132551.483073",
"Sint Maarten (Dutch part)","SXM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-48480446.9273743","13508379.8882682","47357541.8994413","47709497.2067039","27770949.7206704","41553072.6256983","64248297.0446927","-47915083.4748603","73868338.1005587","22167460.0446927","26815119.6089385","17081418.575419","45267218.4134078",
"Seychelles","SYC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2200000","1810000","1350000","5839999.9","1730000","4580000","6335185.2150895","7064934.15966293","6328689.09926386","7506481.80344417","9519566.79522695","10069846.4840279","10014685.8002898","9122965.2620583","9773108.98615299","11646628.4189368","14197369.6683444","19404469.3169033","23202323.4798627","22429117.3616108","20239899.1951932","19582923.9588518","9014031.00305697","18836123.155308","30736620.718869","45884323.2062327","28812973.8865657","53398677.9649215","53209768.4266537","55216733.4778743","24326996.8409907","64740256.5069248","47717748.0672259","58425540.7263851","38014852.1","80729739.0909091","140555693.466973","175923646.509835","179825444.152505","168251661.935522","159795375","143240665.103455","613208776.273067","57289065.6229991","108355443.10197","105893597.203315","68346743.9281734","197311244.14602","305172393.791333","257086351.804392","80053481.4058233","111955764.374216","189827389.279516","239706294.201897",
"Syrian Arab Republic","SYR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-100000","","10000","-45000","10000","140000","100000","90000","0","40000","-40000","40000","95000","-20000","50000","15000000","20000000","22000000","27000000","30000000","0","0","0","109000000","251000000","100000000","89000000","80000000","82000000","263000000","270000000","110000000","115000000","160000000","275000000","500000000","659000000","1241959115.11048","1465623386.27635","2569548271.53071","1469196863.48146","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-69533000","-69888000","16590000","22068000","42227000","","","","","",
"Chad","TCD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","600000","300000","-100000","6099999.9","13800000","20300000","26800000","21153560.0383945","34136051.2065303","-1290000","-430000","-110000","-120000","-90000","9186265.62833445","53650093.5989071","28200501.0592124","8162068.46980272","1289247.25997058","18739324.367411","59850","4239527.50767445","1960770.97412268","15160901.583748","27074698.9671029","-2454180","1264780","945740","-303410","-2147150","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","417482884.6","514955384.5","533905576.7","1023388711.3","1164907900.89541","1873082205.89357","1404340314.5379","1001681449.00282","1135772959.89307","924555968.888299","1376936767.17258","2273131439.4936","2402953612.33293","2818960513.35525","2837398519.27008","2948205676.24678","3115673509.39046","3923113338.26571","6738494060.2031","8353410404.98347","10201126608.7454","12771416442.517","20858149579.0666","37870811851.4859","43519568694.0693","48917305664.5573","58556389852.4479","63328499537.8362","59493546252.9711","53029860999.0539","48074517014.9582","52317750557.0939","63353763446.8554","68399890763.6821","83212407552.9919","129276689642.954","152781035505.544","193535920942.864","211615652599.221","155966132190.025","298439207224.898","337108152491.356","304497804873.029","361654706772.071","329569615628.947","305982717420.631","220182089865.987","239727997407.838","311050338267.277","260786820107.687","300715989005.435","435364531317.747","277027142308.242","115009255803.175",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","58000000","45000000","43000000","79000000","64000000","114000000","16000000","32000000","59000000","105000000","28000000","113000000","69000000","62000000","141000000","114000000","141000000","127000000","369000000","674000000","826000000","1196900000","3226500000","3779528480.15366","4013696874.37686","9061443139.66473","11245493182.6563","16827042805.2465","17722637821.2952","18394300115.6855","19130279801.5333","20490755192.4235","18142307545.8961","30162787095.517","58030663644.6125","66540528147.1398","124131803664.314","173666684883.879","185233572142.205","103880917328.745","105136460921.962","137987971029.068","113625704275.592","118375911908.094","87363188078.2575","70883690348.2131","110184650814.41","84538859393.8118","70301334215.0097","98485665726.6158","63198688578.6684","135190955949.791","54562035630.0641","78764154178.3603",
"Togo","TGO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","700000","4599999.9","1200000","3299999.9","-44328180.6901005","5212005.42861192","5624596.024053","11258562.0677697","92893665.5058144","52585152.0130357","42734849.485449","10193888.0243794","16131768.5115865","1443319.3935039","-9936912.14704239","16275545.9650337","6113092.43726733","7150544.2892809","12966335.7239749","9169040.44407446","18239596.9648189","6479812.94651245","","-18575900.8456824","-3265462.29559324","-7813307.2201075","2253923.41384395","12260365.7806242","11116162.8504459","15089199.2484699","52818330.9863658","72617650.8875252","57806307.3736271","45773612.370036","79967681.861951","96003598.2087157","91396741.8990609","62406802.6278744","50892371.9537828","46304496.1277116","125064101.838993","728710878.416044","121511565.575361","183599248.958183","54020342.354686","257860036.464441","-46308331.6178517","88558699.5022234","-180972714.795729","345697546.971432","-59206820.0004109","-70939270","-54266090","-60323620",
"Thailand","THA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","42802884.6","38865384.6","68610576.9","77833711.6","188288646.4","85626229.2045746","79117247.8919088","106077896.182212","55653209.3150277","55280864.5720976","189859432.271733","290555396.431713","190868602.226724","349606931.777924","401019248.882659","163200657.950608","262504153.775044","351932497.41629","1105370109.53568","1775449345.30598","2443549743.00901","2013985971.10096","2113021867.31996","1804040984.75618","1366440824.95193","2067936429.29445","2335837474.93166","3894755071.04504","7314804931.33013","6102677671.18095","3365987582.5831","5067170388.09022","3341612007.23692","5232270340.1941","5860255942.60102","8215637195.30001","8917470351.2","8633903440.6","8561557724.60001","6411458544.60001","14746672919.6","2473685995.7","12899036062.7558","15935960664.8073","4975455660.4459","8927579182.16217","3486184390.30069","8285169819.69135","13747219811.1792","5534140214.60468","-4293910676.95961","15389597696.2421","11854822037.8763","6516045720.14977",
"Tajikistan","TJK","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36066400","31649700","272025100","54479300","338627400","359967400","486614340","149060550","93940670","145883670","241736370","283140730","326593810","454012320","241616267.20903","185827080.700795","220862232.3377","212809730.699297","106534792.807917","84038181.4649617","174022240.52391","140579836.62608",
"Turkmenistan","TKM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1351696508.89432","1718934311.43869","828176901.333","2142822899.20568","1904617447.25043","3013480991.41154","2056032418.44181","2919712960.72003","3916413333.18901","5217517068.76918","6427580935.34026","8595395555.56413","6976530000.12102","5456091666.61897","4410111797.15316","5998465758.84941","4827195113.06443","5277347037.03704","8509504874.53132","8147494488.97447","8321530736.99396","12902278864.4589","14841340475.8527","13883391625.4029","28741915495.2545","30613906933.5478","45538372842.5335","66590948331.8599","72152071554.3677","89768822727.9648","79920337648.0493","72895601364.2858","52214068843.5975","44885141402.8327","67213795234.211","76534701255.9395","75859609021.5251","127056630521.904","149452053746.043","92343349928.1759","169597446024.929","210579326446.997","214545194334.271","202097351358.301","192942106264.16","174859803597.918","167848580060.21","162875233387.621","175167899794.484","157097126451.501","104495734826.331","146599512069.963","202749429797.165","173831558409.078",
"Timor-Leste","TLS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8478084.46190102","8695061.68836722","39697970.7526887","47954750.66","30332806.77","49058168.54","40382443.85","55857105.62","33905491.522696","42995500","5478700","6715937.467148","47925664.570816","-238994863.059712","-712696166.42672","-419035233.174685","-395383447.111064","-50105695.0812543",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","461010000","184730000","305939999.381979","475295438.517632","699810353.69899","81181693.7912574","558269064.188945","302681905.706019","822526610.465686","903715274.001404","235915809.336565","550770901.145394","193117175.251932","350708762.65369","996095099.893093","1432828268.34592","1053545315.66914","756328688.419361","1554500732.46961","1643526353.65766","1213456827.06323","811798619.896819","1597225888.67519","1597468794.91042","2583777529.70549","1264985795.85083","1282730762.23364","2753050107.87922","2369576475.38117","2706043077.67971","3921877886.93117","4117785190.64597","3897047835.56235","6565436808.35587","6616484266.66975","15710922943.4374","28286738980.1362","31978089752.2251","33777020302.7971","26031277719.8057","22342863570.3378","11697457045.5692","20714880724.6869","12923641117.7494","5529440927.6307","7439091890.06584","11091437462.8064","12005997055.1671","13394766977.5058","13127299701.6692","8295003037.23825","8238728789.62612","14604552573.9115","9073687317.47244",
"Tonga","TON","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","0","0","0","0","0","0","40000","50000","0","0","0","0","0","20000","20946.8912734552","113399.922982405","194192.947529696","58146.1298512139","110538.249869289","99521.4242284112","200289.442508179","1244111.86394824","351311.271985408","2489172.17535185","","","","","3564440","10804660","5368320","2642140","182273.330595786","5533664.04017914","6005489.53244257","10987468.9682818","17583867.2029788","21517757.3452398","247006.485014144","4661006.00282213","7641551.95808181","-841513.978316334","6269513.29007397","13241447.4869655","14759825.6788606","16625145.1000079","-15671794.4503867","23210808.8977197","-6108376.82484508","3824444.91119021","258487.567441336","2911551.97014839","4926184.93725698",
"South Asia (IDA & IBRD)","TSA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","68390000","49409999.9","35359999.9","36809999.8","65309999.8","18329797.6288361","6115099.52531497","-14115363.1962904","60917584.8842724","148025869.548273","203483499.825968","254549302.923928","203630700.457158","72919902.6234613","107619291.267562","258841332.407115","262189950.925215","411296932.055472","327182328.428706","487509138.349769","303456864.372815","388191743.478261","745939992.615798","1114355939.50694","1580599701.80685","2931382341.39984","3509912808.71001","4897480823.8996","3547677680.412","3073277550.69407","4367370967.80864","5776951654.96072","6302538095.95991","4760542424.4409","7280772745.90904","10613072103.2547","25301643965.9764","32283800181.3404","51156328359.051","39495301323.2785","31698961378.6906","40646167618.1236","27781340461.818","33525285629.162","40326751703.1801","49718769794.1024","50932456612.9365","46334263754.3824","48656125367.053","56679175734.3765","68956274057.2352","50067154807.048","54727985784.9753","33072218811.8524",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","829169865.1601","715170932.0561","695548244.6811","818969138.2134","1416784680.99358","1285939857.75532","1016639888.21081","845894097.059998","919838268.075458","773361137.522138","255531071.661836","1545026115.49962","1460228983.78943","854463619.319572","937809636.294253","1000052323.05112","615474971.262111","1317723816.73856","1510216500.48396","2969625003.63921","839937802.839407","2355057479.37916","1779384108.3711","1740980777.78721","3095871115.69492","3077115878.87797","2784927436.82119","6777945910.92238","2978547771.59571","7612876076.03377","6595903773.10029","12589849277.1066","8834423327.68659","10729973525.6526","9523057081.17237","17987169117.9409","15608158147.1453","27751125304.0836","38399629577.4197","34276012105.6563","28981297691.4763","38742234734.8336","43195604397.7681","39948226620.3948","44171678453.0463","43018030244.9951","28397678705.4489","20704432386.8029","20656047201.3132","24141916031.4914","21226099528.5676","68056078235.0042","30117818463.4268","25956459759.5282",
"Trinidad and Tobago","TTO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","83200000","103300000","86099999.9","65599999.9","120152999.9","92957979.3277485","132154443.349673","83541666.7014757","128833333.387014","93833333.3724302","184541666.743559","258083333.440868","203500000.084792","117708333.382378","113208333.333334","1183673.46938708","-14527777.7777778","33138888.8888889","62907317.0731708","148894117.647059","109411764.705882","169341176.470588","177882352.941177","379211987.075547","516174947.239172","298934269.067463","355399933.861396","999347641.846576","729767481.18443","643300000","679500035.953542","834900044.583722","1007800000","808300000","998100000","939700000","882700000","830000000","2800800000","709100000","549400000","41047454.4570203","-1904347649.2578","-1129966025.63165","661413505.43737","176829744.888445","-23598182.380677","-470882577.73977","-700185701.199984","183972765.263861","1055969147.72389","-934781798.364976","-913501690.396033","-1555474291.26021",
"Tunisia","TUN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","16000000","23000000","33000000","58000000","28000000","45000000","109614599.98744","93250961.8679356","91308657.5215915","49205031.3354984","234594450.568507","295663767.442891","340281452.27431","184157540.886133","113280411.98953","107849549.88869","64229378.6437316","91714057.2911167","60619896.7324515","77950464.5865246","77419354.8387096","125456831.403864","525760373.874044","561897566.604951","432008501.769141","275971451.229183","238337799.313409","342704714.827179","650727787.657248","347320280.72246","750720443.574375","451514809.247852","790302916.627593","539481939.0098","592147521.67862","712714847.262546","3239909092.61659","1515345043.99628","2600674976.49755","1525244857.52902","1334497694.56476","432666011.578487","1554269128.7808","1058622582.18395","1024754443.57725","970521888.740203","622569482.161979","810936482.841998","991385678.114219","815012991.372017","623075275.921853","547411353.644915","643213141.178691","727083940.246083",
